id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude,section_prefixe,Anciennete_date_mutation
2024-1011871,2024-03-21,1,Vente,345000.0,24.0,,RUE ELISEE RECLUS,2550,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,120.0,5.909591,43.131773,000CX,715
2024-1011871,2024-03-21,1,Vente,345000.0,24.0,,RUE ELISEE RECLUS,2550,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,40.0,2.0,120.0,5.909591,43.131773,000CX,715
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,32.0,2.0,96.0,5.932359,43.123212,000CN,697
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,12.0,1.0,96.0,5.932359,43.123212,000CN,697
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,32.0,2.0,96.0,5.932359,43.123212,000CN,697
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,32.0,2.0,96.0,5.932359,43.123212,000CN,697
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,32.0,2.0,96.0,5.932359,43.123212,000CN,697
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,32.0,2.0,96.0,5.932359,43.123212,000CN,697
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,32.0,2.0,96.0,5.932359,43.123212,000CN,697
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,32.0,2.0,96.0,5.932359,43.123212,000CN,697
2024-1011997,2024-04-08,1,Vente,400000.0,20.0,,RUE CHARLES PONCY,1475,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,32.0,2.0,96.0,5.932359,43.123212,000CN,697
2024-1012002,2024-03-27,1,Vente,315000.0,9050.0,,CD 46,2167,83200.0,83137,Toulon,83,,2.0,98.7,,,,,,,,,1,1.0,Maison,99.0,4.0,1228.0,5.944904,43.163564,000ET,709
2024-1012008,2024-03-29,1,Vente,252000.0,102.0,,BD CLAMOUR,1580,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,43.0,3.0,350.0,5.961436,43.117144,000BH,707
2024-1012009,2024-03-26,1,Vente,340000.0,37.0,B,RUE GABRIEL,3115,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,50.0,4.0,158.0,5.941667,43.130821,000AO,710
2024-1012020,2024-04-02,1,Vente,475510.0,2156.0,,CHE DE L HUBAC,7027,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,100.0,3.0,500.0,5.940299,43.158012,000EV,703
2024-1012020,2024-04-02,1,Vente,475510.0,2156.0,,CHE DE L HUBAC,7027,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,100.0,3.0,1296.0,5.940299,43.158012,000EV,703
2024-1012038,2024-03-20,1,Vente,233000.0,3838.0,,COR MARIUS ESCARTEFIGUE,4905,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,45.0,2.0,422.0,5.970209,43.134836,000AH,716
2024-1012074,2024-04-04,1,Vente,307000.0,16.0,,AV GAI COTEAU,3133,83200.0,83137,Toulon,83,,16.0,85.24,,,,,,,,,1,1.0,Maison,76.0,5.0,500.0,5.889867,43.136693,000DR,701
2024-1012163,2024-04-05,1,Vente,360500.0,260.0,,RUE DU DAHOMEY,2030,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,115.0,5.0,565.0,5.887441,43.129491,000DP,700
2024-1012167,2024-04-05,1,Vente,367000.0,41.0,,RUE CLAIRE JOIE,1575,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,79.0,5.0,545.0,5.900938,43.152656,000EM,700
2024-1012198,2024-04-18,1,Vente,300000.0,166.0,,AV DES OLIVIERS,5450,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,66.0,4.0,370.0,5.976303,43.129944,000AW,687
2024-1012219,2024-04-08,1,Vente,450000.0,610.0,C,CHE DES FOURS A CHAUX,2965,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,103.0,4.0,740.0,5.906879,43.14967,000DW,697
2024-1012225,2024-04-15,1,Vente,320300.0,3.0,T,IMP EYRAUD,2755,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,84.0,3.0,530.0,5.946266,43.126131,000AR,690
2024-1012293,2024-04-10,1,Vente,150000.0,18.0,,RUE D ABIDJAN,0025,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,19.0,1.0,325.0,5.895957,43.130101,000DP,695
2024-1012293,2024-04-10,1,Vente,150000.0,18.0,,RUE D ABIDJAN,0025,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,62.0,3.0,325.0,5.895957,43.130101,000DP,695
2024-1012293,2024-04-10,1,Vente,150000.0,18.0,,RUE D ABIDJAN,0025,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,19.0,1.0,325.0,5.895957,43.130101,000DP,695
2024-1012313,2024-04-16,1,Vente,450000.0,322.0,C,CHE RENE GRAILLES,6150,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,90.0,5.0,1625.0,5.888074,43.12524,000DM,689
2024-1012327,2024-04-19,1,Vente,484550.0,209.0,,CHE DE L ORATOIRE,5470,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,100.0,4.0,393.0,5.89971,43.142725,000DT,686
2024-1012597,2024-04-26,1,Vente,453275.0,740.0,A,CHE DU COLLET DE SAINT PIERRE,1685,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,67.0,2.0,1530.0,5.909971,43.16058,000EP,679
2024-1012686,2024-04-26,1,Vente,269000.0,319.0,,AV COLONEL PICOT,1755,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,57.0,3.0,287.0,5.976689,43.134635,000AV,679
2024-1012737,2024-04-25,1,Vente,364990.0,90.0,D,CHE BARTHELEMY FLORENT,0618,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,96.0,5.0,1015.0,5.914728,43.148146,000EW,680
2024-1012741,2024-04-26,1,Vente,265000.0,22.0,B,RUE ANTOINE BONNET,0340,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,78.0,3.0,173.0,5.922553,43.130769,000CY,679
2024-1012741,2024-04-26,1,Vente,265000.0,22.0,B,RUE ANTOINE BONNET,0340,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,57.0,3.0,173.0,5.922553,43.130769,000CY,679
2024-1012821,2024-04-25,1,Vente,430000.0,105.0,,IMP ALLONGUE,0145,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,120.0,4.0,273.0,5.92103,43.133738,000CZ,680
2024-1013047,2024-05-02,1,Vente,310000.0,221.0,,BD DELESCLUZE,2135,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,82.0,4.0,359.0,5.903366,43.13737,000DI,673
2024-1013054,2024-05-17,1,Vente,190000.0,318.0,,AV FRANCOIS NARDI,3025,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,110.0,5.0,270.0,5.953738,43.118232,000BR,658
2024-1013117,2024-04-30,1,Vente,350000.0,7.0,,RUE POURQUOI PAS,5920,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,48.0,3.0,280.0,5.950966,43.110736,000BS,675
2024-1013163,2024-04-29,1,Vente,302800.0,765.0,B,AV ANDRE LE CHATELIER,0305,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,65.0,3.0,289.0,5.896402,43.139331,000DT,676
2024-1013179,2024-05-06,1,Vente,418280.0,1290.0,,COR EMILE FABRE,X019,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,98.0,4.0,225.0,5.92077,43.14302,000EW,669
2024-1013258,2024-05-03,1,Vente,353500.0,35.0,,CHE SAUVAN,6682,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,66.0,4.0,704.0,5.886564,43.126878,000DM,672
2024-1013321,2024-05-17,1,Vente,255000.0,553.0,,AV LOUIS BOZZO,4600,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,29.0,2.0,1034.0,5.945277,43.132129,000AK,658
2024-1013321,2024-05-17,1,Vente,255000.0,553.0,,AV LOUIS BOZZO,4600,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,94.0,5.0,1034.0,5.945277,43.132129,000AK,658
2024-1013321,2024-05-17,1,Vente,255000.0,553.0,,AV LOUIS BOZZO,4600,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,63.0,3.0,1034.0,5.945277,43.132129,000AK,658
2024-1013360,2024-05-16,1,Vente,275701.0,9006.0,,AV MEDICIS,5065,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,54.0,3.0,280.0,5.948445,43.115501,000BR,659
2024-1013450,2024-05-03,1,Vente,252000.0,9003.0,,IMP JOSEPH ETIENNE,4015,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,72.0,3.0,845.0,5.945385,43.12711,000AR,672
2024-1013469,2024-05-16,1,Vente,285000.0,201.0,,BD MARECHAL JOFFRE,4830,83100.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,41.0,2.0,101.0,5.950606,43.123862,000CH,659
2024-1013469,2024-05-16,1,Vente,285000.0,201.0,,BD MARECHAL JOFFRE,4830,83100.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,41.0,2.0,101.0,5.950606,43.123862,000CH,659
2024-1013469,2024-05-16,1,Vente,285000.0,201.0,,BD MARECHAL JOFFRE,4830,83100.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,41.0,2.0,101.0,5.950606,43.123862,000CH,659
2024-1013579,2024-05-24,1,Vente,311600.0,86.0,,IMP MERCIER,5092,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,63.0,3.0,252.0,5.969241,43.124221,000AX,651
2024-1013601,2024-05-02,1,Vente,290000.0,168.0,,RUE ROSA BONHEUR,6335,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,60.0,3.0,375.0,5.944211,43.126634,000AR,673
2024-1013662,2024-05-21,1,Vente,361400.0,10.0,,AV LOUIS MICHEL VAN LOO,4657,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,508.0,5.955146,43.12917,000AS,654
2024-1013677,2024-05-29,1,Vente,354000.0,4.0,,IMP DES MURIERS,5365,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,100.0,4.0,294.0,5.949133,43.124336,000CH,646
2024-1013687,2024-05-07,1,Vente,325000.0,28.0,,RUE DE LA MARTINIQUE,4975,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,53.0,3.0,352.0,5.901989,43.135373,000DI,668
2024-1013764,2024-05-28,1,Vente,313300.0,6.0,,RUE ROLLAND GARROS,6300,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,58.0,3.0,305.0,5.967631,43.127489,000AX,647
2024-1013793,2024-05-31,1,Vente,220000.0,599.0,,CHE BARTHELEMY FLORENT,0618,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,500.0,5.916566,43.152239,000DX,644
2024-1013793,2024-05-31,1,Vente,220000.0,599.0,,CHE BARTHELEMY FLORENT,0618,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,89.0,1.0,500.0,5.916566,43.152239,000DX,644
2024-1013793,2024-05-31,1,Vente,220000.0,599.0,,CHE BARTHELEMY FLORENT,0618,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,49.0,3.0,500.0,5.916566,43.152239,000DX,644
2024-1013793,2024-05-31,1,Vente,220000.0,599.0,,CHE BARTHELEMY FLORENT,0618,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,49.0,3.0,1069.0,5.916566,43.152239,000DX,644
2024-1013793,2024-05-31,1,Vente,220000.0,599.0,,CHE BARTHELEMY FLORENT,0618,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,89.0,1.0,1069.0,5.916566,43.152239,000DX,644
2024-1013793,2024-05-31,1,Vente,220000.0,599.0,,CHE BARTHELEMY FLORENT,0618,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,1069.0,5.916566,43.152239,000DX,644
2024-1013858,2024-05-30,1,Vente,335550.0,18.0,,TRA DES CYPRES,2014,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,69.0,4.0,282.0,5.97387,43.133041,000AV,645
2024-1013869,2024-05-15,1,Vente,453000.0,63.0,,RUE GUEIT,3480,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,105.0,5.0,726.0,5.948022,43.115525,000BR,660
2024-1013891,2024-05-15,1,Vente,300000.0,60.0,,RUE DE LA MARNE,4930,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,90.0,4.0,252.0,5.910402,43.130662,000CX,660
2024-1013943,2024-05-17,1,Vente,490000.0,5000.0,,IMP DES JARDINS,3796,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,115.0,4.0,665.0,5.977318,43.117964,000BC,658
2024-1013955,2024-06-03,1,Vente,341250.0,50.0,,BD EMILE JACQUEMIN,2587,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,65.0,4.0,270.0,5.916981,43.141321,000DE,641
2024-1013971,2024-06-03,1,Vente,290000.0,323.0,,AV FORBIN,2893,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,63.0,3.0,378.0,5.968045,43.124157,000AX,641
2024-1013989,2024-05-31,1,Vente,275000.0,216.0,,AV COLONEL PICOT,1755,83100.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,34.0,2.0,204.0,5.959544,43.125937,000BE,644
2024-1013989,2024-05-31,1,Vente,275000.0,216.0,,AV COLONEL PICOT,1755,83100.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,34.0,2.0,204.0,5.959544,43.125937,000BE,644
2024-1013989,2024-05-31,1,Vente,275000.0,216.0,,AV COLONEL PICOT,1755,83100.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,46.0,3.0,204.0,5.959544,43.125937,000BE,644
2024-1013989,2024-05-31,1,Vente,275000.0,216.0,,AV COLONEL PICOT,1755,83100.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,22.0,1.0,204.0,5.959544,43.125937,000BE,644
2024-1013997,2024-06-06,1,Vente,398500.0,5.0,,PL CANAILLETTE,1175,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,110.0,4.0,305.0,5.977387,43.136585,000AV,638
2024-1014016,2024-06-14,1,Vente,253000.0,9.0,,RUE DU MURIER,5360,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,35.0,3.0,54.0,5.935382,43.120921,000CM,630
2024-1014016,2024-06-14,1,Vente,253000.0,9.0,,RUE DU MURIER,5360,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,35.0,3.0,54.0,5.935382,43.120921,000CM,630
2024-1014016,2024-06-14,1,Vente,253000.0,9.0,,RUE DU MURIER,5360,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,35.0,3.0,54.0,5.935382,43.120921,000CM,630
2024-1014104,2024-06-07,1,Vente,341350.0,145.0,,AV JOSEPH GASQUET,4030,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,110.0,4.0,337.0,5.975741,43.121457,000BD,637
2024-1014267,2024-06-08,1,Vente,384000.0,155.0,,RUE GUYNEMER,3530,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,72.0,4.0,378.0,5.96795,43.127167,000AX,636
2024-1014397,2024-05-30,1,Vente,375300.0,56.0,,RUE HECTOR BERLIOZ,3545,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,63.0,4.0,455.0,5.903612,43.142789,000DV,645
2024-1014440,2024-06-20,1,Vente,305000.0,9010.0,,RUE VALENTIN HAUY,7055,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,81.0,4.0,448.0,5.900782,43.138113,000DS,624
2024-1014655,2024-06-28,1,Vente,307550.0,7.0,,IMP DE PONDICHERY,5885,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,55.0,3.0,300.0,5.915042,43.139488,000DH,616
2024-1014663,2024-06-18,1,Vente,443570.0,737.0,A,CHE DE FORGENTIER,2900,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,81.0,4.0,860.0,5.897712,43.136299,000DS,626
2024-1014674,2024-06-18,1,Vente,428100.0,160.0,,CHE MEYLAN,5121,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,74.0,3.0,575.0,5.899534,43.155863,000EM,626
2024-1014701,2024-06-24,1,Vente,279360.0,150.0,,AV DE LA MITRE,5205,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,62.0,2.0,89.0,5.933381,43.106097,000BW,620
2024-1014708,2024-06-12,1,Vente,300000.0,1.0,,RUE DES TOMBADES,6955,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,48.0,2.0,49.0,5.933062,43.122133,000CL,632
2024-1014708,2024-06-12,1,Vente,300000.0,1.0,,RUE DES TOMBADES,6955,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,28.0,1.0,49.0,5.933062,43.122133,000CL,632
2024-1014708,2024-06-12,1,Vente,300000.0,1.0,,RUE DES TOMBADES,6955,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,48.0,2.0,49.0,5.933062,43.122133,000CL,632
2024-1014708,2024-06-12,1,Vente,300000.0,1.0,,RUE DES TOMBADES,6955,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,37.0,1.0,49.0,5.933062,43.122133,000CL,632
2024-1014708,2024-06-12,1,Vente,300000.0,1.0,,RUE DES TOMBADES,6955,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,37.0,1.0,49.0,5.933062,43.122133,000CL,632
2024-1014708,2024-06-12,1,Vente,300000.0,1.0,,RUE DES TOMBADES,6955,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,37.0,1.0,49.0,5.933062,43.122133,000CL,632
2024-1014718,2024-06-26,1,Vente,272800.0,50.0,,BD SAINT JACQUES,6490,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,40.0,3.0,92.0,5.903254,43.132626,000DL,618
2024-1014734,2024-06-26,1,Vente,459500.0,42.0,,AV ALSACE LORRAINE,0165,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,78.0,6.0,529.0,5.976391,43.131621,000AW,618
2024-1014768,2024-06-20,1,Vente,420000.0,4.0,,LOT LA VALBOURDINE,A355,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,104.0,4.0,606.0,5.919589,43.140359,000DE,624
2024-1014800,2024-06-21,1,Vente,189000.0,11.0,B,RUE DE LA BERGERIE,0815,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,50.0,3.0,200.0,5.939678,43.134318,000AO,623
2024-1014826,2024-07-02,1,Vente,305450.0,24.0,,AV AUGUSTE AIGUIER,0495,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,79.0,4.0,148.0,5.904848,43.135752,000DK,612
2024-1014838,2024-07-01,1,Vente,430000.0,39.0,A,RUE NOTOS,5408,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,93.0,5.0,504.0,5.978349,43.116206,000BC,613
2024-1014900,2024-06-05,1,Vente,142002.0,84.0,,CHE DU BOSQUET DE L ORATOIRE,0997,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,594.0,5.89709,43.146803,000EH,639
2024-1014947,2024-06-17,1,Vente,345000.0,115.0,,CHE DE LA GUERINIERE,3485,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,64.0,3.0,384.0,5.956619,43.130282,000AI,627
2024-1014949,2024-06-27,1,Vente,345000.0,686.0,,RUE GROIGNARD,3464,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,77.0,4.0,180.0,5.90196,43.145841,000DV,617
2024-1014961,2024-06-14,1,Vente,343620.0,8.0,,RUE GILBERT KERSAHO,3370,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,74.0,4.0,274.0,5.895271,43.13821,000DS,630
2024-1014986,2024-06-17,1,Vente,350000.0,100.0,,RUE BOSSUET,1005,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,28.0,1.0,306.0,5.915036,43.1306,000CY,627
2024-1014986,2024-06-17,1,Vente,350000.0,100.0,,RUE BOSSUET,1005,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,66.0,3.0,306.0,5.915036,43.1306,000CY,627
2024-1014986,2024-06-17,1,Vente,350000.0,100.0,,RUE BOSSUET,1005,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,306.0,5.915036,43.1306,000CY,627
2024-1014986,2024-06-17,1,Vente,350000.0,100.0,,RUE BOSSUET,1005,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,306.0,5.915036,43.1306,000CY,627
2024-1015004,2024-06-27,1,Vente,293000.0,983.0,,CHE MON PARADIS,5280,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,67.0,3.0,300.0,5.892657,43.137494,000DR,617
2024-1015038,2024-06-27,1,Vente,275000.0,15.0,,BD ALPHAND,0155,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,72.0,3.0,605.0,5.902703,43.131882,000DL,617
2024-1015038,2024-06-27,1,Vente,275000.0,15.0,,BD ALPHAND,0155,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,34.0,1.0,605.0,5.902703,43.131882,000DL,617
2024-1015038,2024-06-27,1,Vente,275000.0,15.0,,BD ALPHAND,0155,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,38.0,2.0,605.0,5.902703,43.131882,000DL,617
2024-1015137,2024-07-01,1,Vente,385000.0,10.0,,AV COMMANDANT GUILBAUD,1780,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,77.0,4.0,306.0,5.948433,43.112399,000BT,613
2024-1015188,2024-06-28,1,Vente,300000.0,76.0,,RUE MARIUS ANDRIEU,4895,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,68.0,4.0,425.0,5.9041,43.125951,000CW,616
2024-1015211,2024-06-24,1,Vente,359379.0,140.0,,BD FISQUET,2865,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,79.0,3.0,262.0,5.915187,43.133896,000CZ,620
2024-1015212,2024-06-14,1,Vente,380000.0,96.0,,IMP DU VAL DES ROSIERS,7038,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,58.0,3.0,625.0,5.925493,43.136941,000AM,630
2024-1015277,2024-07-02,1,Vente,298000.0,6.0,,AV FRANDORE,3035,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,86.0,3.0,390.0,5.89527,43.128794,000DM,612
2024-1015372,2024-07-02,1,Vente,280000.0,259.0,,RUE REINE JEANNE,6160,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,68.0,4.0,230.0,5.927668,43.132672,000AN,612
2024-1015372,2024-07-02,1,Vente,280000.0,259.0,,RUE REINE JEANNE,6160,83000.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,73.0,4.0,230.0,5.927668,43.132672,000AN,612
2024-1015385,2024-06-27,1,Vente,480000.0,505.0,,CHE DU COLLET DE SAINT PIERRE,1685,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,90.0,3.0,1524.0,5.912704,43.161146,000EP,617
2024-1015457,2024-07-16,1,Vente,290000.0,38.0,,RUE DU CAPITAINE MASSON,1200,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,77.0,13.0,550.0,5.895316,43.129594,000DP,598
2024-1015491,2024-06-27,1,Vente,428440.0,167.0,,AV DE L ELISA,2545,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,108.0,5.0,388.0,5.967807,43.130744,000AT,617
2024-1015523,2024-07-08,1,Vente,310000.0,76.0,,RUE DE NARVIK,5370,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,77.0,5.0,300.0,5.892191,43.138225,000DR,606
2024-1015533,2024-07-11,1,Vente,400000.0,526.0,,CHE DE LA CARRAIRE,1215,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,120.0,4.0,1545.0,5.933241,43.161368,000ES,603
2024-1015573,2024-07-09,1,Vente,466000.0,303.0,,RUE JULES CESAR,4075,83200.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,79.0,4.0,515.0,5.890489,43.14051,000DR,605
2024-1015623,2024-06-26,1,Vente,470000.0,408.0,,CHE DE GRATTE SEMELLE,3455,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,1000.0,5.95833,43.118507,000BP,618
2024-1015634,2024-06-27,1,Vente,378000.0,1502.0,B,CHEM VX CHEMIN DE STE MUSSE,6620,83100.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,99.0,4.0,642.0,5.982503,43.122853,000AZ,617
2024-1015669,2024-07-16,1,Vente,430000.0,95.0,,RUE JULES ALEXANDRE RENAUX,4065,83000.0,83137,Toulon,83,,,,,,,,,,,,0,1.0,Maison,69.0,3.0,618.0,5.940247,43.127747,000AP,598
2024-1015685,2024-06-27,1,Vente,257000.0,9002.0,,PL JEAN BOURGUET,3845,83200.0,83137,Toulon,83,,,,,,,,,,,,0,2.0,Appartement,38.0,2.0,320.0,5.88802,43.121306,000DN,617
